MOVED	adapt
MOVED	capture-clones
MOVED	crypto
MOVED	delta-law
MOVED	element-clones
MOVED	for-mut-container
MOVED	iterator-adapters
MOVED	list-cell
MOVED	list-search
MOVED	list-sort
MOVED	mut-parameters
MOVED	option-view
MOVED	reactive-keyed
MOVED	reconcile-index
MOVED	side-effect-let
MOVED	time
MOVED	usize-literals
