RESIDUE	vilan/test/adapt.vl	32	Expected i32, but got usize instead. There are no implicit numeric conversions; convert with `.as_i32()`
RESIDUE	vilan/test/capture-clones.vl	89	Expected i32, but got usize instead. There are no implicit numeric conversions; convert with `.as_i32()`
RESIDUE	vilan/test/capture-clones.vl	94	match legs have mismatched types: expected usize, but got i32 instead.
RESIDUE	vilan/test/capture-clones.vl	118	Expected i32, but got usize instead. There are no implicit numeric conversions; convert with `.as_i32()`
RESIDUE	vilan/test/capture-clones.vl	123	match legs have mismatched types: expected usize, but got i32 instead.
RESIDUE	vilan/test/reconcile-index.vl	75	Expected List<usize>, but got List<i32> instead.
